,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,distance_to_nearest_stn
0,Manhattan,Washington Heights,40.85722,-73.9379,Private room,100,1,1,1,365,0.372053679177349
1,Manhattan,Midtown,40.75362,-73.98376999999999,Entire home/apt,225,3,48,2,335,0.09498313646354004
3,Manhattan,Murray Hill,40.74767,-73.975,Entire home/apt,200,3,78,1,0,0.42680824864363154
6,Manhattan,Hell's Kitchen,40.76489,-73.98493,Private room,79,2,473,1,294,0.28456794656674733
7,Manhattan,Upper West Side,40.80178,-73.96723,Private room,79,2,118,1,0,0.24500760308845504
8,Manhattan,Chinatown,40.713440000000006,-73.99037,Entire home/apt,150,1,161,4,340,0.034780498534233095
9,Manhattan,Hell's Kitchen,40.7616,-73.98893000000001,Private room,99,2,213,1,0,0.266295729093134
10,Manhattan,West Village,40.73552,-74.01042,Entire home/apt,160,3,66,1,148,0.6761301034978345
12,Manhattan,Upper West Side,40.79826,-73.96113000000001,Private room,85,2,123,1,1,0.2423041133202668
13,Manhattan,West Village,40.7353,-74.00525,Entire home/apt,120,30,27,1,311,0.28757248590931817
15,Manhattan,East Harlem,40.78962,-73.94802,Private room,65,30,233,1,365,0.11805245352824302
17,Manhattan,East Harlem,40.79685,-73.94872,Private room,35,14,0,2,179,0.35997469252125774
20,Manhattan,Inwood,40.867540000000005,-73.92639,Private room,80,4,0,1,0,0.23935903001229666
21,Manhattan,East Village,40.7292,-73.98541999999999,Entire home/apt,175,3,33,1,90,0.3748501034188545
22,Manhattan,Harlem,40.82245,-73.95104,Private room,50,3,261,2,335,0.22772786323871494
23,Manhattan,Harlem,40.81305,-73.95466,Private room,52,2,98,1,354,0.29099662670751375
24,Manhattan,Harlem,40.8213,-73.95318,Private room,50,3,288,2,365,0.08906489285150077
29,Manhattan,Lower East Side,40.714009999999995,-73.98917,Shared room,40,1,219,4,339,0.09086244051420626
30,Manhattan,East Village,40.7229,-73.98199,Private room,59,2,262,2,90,0.6738066491428699
31,Manhattan,Harlem,40.81175,-73.94478000000001,Entire home/apt,150,7,107,1,356,0.4361839356850414
37,Manhattan,Chelsea,40.74395,-73.99450999999999,Private room,150,2,69,3,365,0.09796162677613258
41,Manhattan,Kips Bay,40.73961,-73.98074,Entire home/apt,200,7,20,1,358,0.4860315863826694
43,Manhattan,Lower East Side,40.720040000000004,-73.99104,Private room,110,5,19,1,365,0.24436653362829075
44,Manhattan,Hell's Kitchen,40.755309999999994,-73.99293,Private room,69,2,324,2,346,0.3379513610991791
45,Manhattan,Nolita,40.722970000000004,-73.99684,Entire home/apt,180,7,25,1,90,0.07852348158177594
47,Manhattan,Chelsea,40.74623,-73.9953,Entire home/apt,400,14,5,1,146,0.19665157182671775
48,Manhattan,Upper East Side,40.77065,-73.95269,Entire home/apt,200,1,82,2,296,0.525937950187216
50,Manhattan,East Village,40.7236,-73.98465999999999,Entire home/apt,130,3,58,1,88,0.44645780721069667
53,Manhattan,Hell's Kitchen,40.75979,-73.99119,Private room,55,30,195,1,299,0.30176789902609613
55,Manhattan,East Village,40.726490000000005,-73.97904,Private room,80,1,399,2,173,0.5416913304798848
57,Manhattan,East Village,40.72298,-73.98474,Private room,99,1,117,1,365,0.4416524784836517
58,Manhattan,East Harlem,40.80164,-73.93921999999999,Entire home/apt,225,4,212,1,239,0.3094822169151156
59,Manhattan,East Village,40.72162,-73.98008,Entire home/apt,250,5,53,1,177,0.721859008538735
60,Manhattan,Hell's Kitchen,40.76342,-73.98865,Private room,51,20,29,1,127,0.24926453588882092
61,Manhattan,Washington Heights,40.83139,-73.94095,Private room,65,2,60,2,343,0.10789095540890445
63,Manhattan,East Village,40.72828,-73.98801,Entire home/apt,170,5,21,1,351,0.32501350211710867
67,Manhattan,Chelsea,40.74138,-74.00197,Private room,150,4,184,1,295,0.05902581555171425
69,Manhattan,Harlem,40.82915,-73.95136,Entire home/apt,110,31,56,1,312,0.300694728303172
70,Manhattan,Lower East Side,40.718509999999995,-73.98892,Entire home/apt,285,33,77,1,358,0.06901801552137217
73,Manhattan,East Village,40.72912,-73.98057,Private room,50,1,2,1,0,0.22231016596324607
80,Manhattan,Upper West Side,40.79764,-73.96177,Entire home/apt,140,30,82,1,291,0.17396163187004732
81,Manhattan,Harlem,40.82803,-73.94731,Private room,89,1,3,1,365,0.30523683773582644
82,Manhattan,Chelsea,40.74008,-74.00271,Private room,85,7,36,2,364,0.0354469179219702
85,Manhattan,Harlem,40.82748,-73.95069000000001,Entire home/apt,200,28,219,2,338,0.1068556089973581
86,Manhattan,West Village,40.730959999999996,-74.00319,Entire home/apt,500,5,49,2,269,0.2743108339963417
91,Manhattan,Harlem,40.8104,-73.94309,Private room,100,2,190,1,364,0.3571008403789707
94,Manhattan,Hell's Kitchen,40.75527,-73.99291,Private room,59,2,374,2,359,0.33374070588248633
96,Manhattan,East Village,40.7288,-73.98192,Entire home/apt,140,7,12,1,66,0.24035697628001965
98,Manhattan,East Village,40.7254,-73.98156999999999,Entire home/apt,350,2,9,4,359,0.6166726613008714
100,Manhattan,Upper West Side,40.77823,-73.97636999999999,Entire home/apt,235,6,28,1,0,0.29274621636108983
101,Manhattan,Chelsea,40.74968,-74.00052,Entire home/apt,150,1,435,1,362,0.468484111163136
102,Manhattan,East Village,40.72555,-73.97965,Entire home/apt,225,1,124,4,359,0.6228305051721855
104,Manhattan,Harlem,40.82754,-73.94919,Entire home/apt,170,2,209,1,356,0.1476588002619957
106,Manhattan,Upper West Side,40.778420000000004,-73.97556,Entire home/apt,170,7,20,1,202,0.3219249923374624
107,Manhattan,East Village,40.72245,-73.98527,Entire home/apt,100,4,25,1,0,0.408306715017115
109,Manhattan,Upper East Side,40.778,-73.94821999999999,Entire home/apt,150,5,21,1,160,0.30135833264396233
111,Manhattan,Harlem,40.816179999999996,-73.94894000000001,Entire home/apt,66,7,166,4,331,0.2193003578898025
113,Manhattan,East Village,40.72392,-73.99143000000001,Entire home/apt,185,3,100,1,1,0.13855738521302358
115,Manhattan,Hell's Kitchen,40.767540000000004,-73.98399,Private room,130,1,66,3,351,0.19090161575992073
116,Manhattan,West Village,40.73442,-74.00303000000001,Entire home/apt,115,29,28,1,1,0.11132056554767915
122,Manhattan,East Village,40.72895,-73.98376999999999,Entire home/apt,160,14,3,1,363,0.2867379359205269
127,Manhattan,East Village,40.72354,-73.98295,Entire home/apt,195,1,34,1,274,0.5905858828695525
128,Manhattan,Upper West Side,40.78849,-73.96883000000001,Entire home/apt,109,10,19,1,362,0.2912630328447866
129,Manhattan,West Village,40.73474,-74.00101,Private room,156,4,85,1,364,0.2169632427017328
132,Manhattan,East Harlem,40.79295,-73.93997,Private room,59,3,34,1,237,0.4281586500755353
133,Manhattan,West Village,40.73226,-74.00401,Entire home/apt,200,45,136,1,362,0.15921138600279303
135,Manhattan,Chelsea,40.75295,-73.99801,Entire home/apt,150,10,25,1,0,0.39695738391811125
136,Manhattan,East Village,40.72125,-73.98177,Entire home/apt,162,2,64,1,80,0.5792110208457667
137,Manhattan,Upper East Side,40.77711,-73.9527,Entire home/apt,219,4,133,2,348,0.11602724041289442
139,Manhattan,Upper East Side,40.77456,-73.95323,Entire home/apt,99,1,261,2,231,0.3894481916036416
141,Manhattan,Hell's Kitchen,40.76233,-73.98854,Private room,119,3,44,2,190,0.21627305352611753
142,Manhattan,Upper West Side,40.77953,-73.98829,Private room,150,1,181,2,365,0.5467481151705716
145,Manhattan,Upper East Side,40.76123,-73.9642,Entire home/apt,250,3,4,1,365,0.30313267337372196
146,Manhattan,Harlem,40.827040000000004,-73.94906999999999,Entire home/apt,80,3,2,1,0,0.121615188143942
147,Manhattan,Lower East Side,40.71824,-73.99315,Entire home/apt,450,5,57,1,303,0.05103708525357971
151,Manhattan,Tribeca,40.71915,-74.01017,Entire home/apt,275,3,11,1,173,0.2780955630690133
154,Manhattan,East Village,40.72518,-73.98034,Private room,125,1,96,4,365,0.6502524324828138
156,Manhattan,West Village,40.737559999999995,-74.00405,Entire home/apt,100,3,89,1,359,0.27581025026501205
157,Manhattan,NoHo,40.72825,-73.99286,Entire home/apt,385,5,26,1,257,0.2315828240063954
158,Manhattan,Harlem,40.815259999999995,-73.94791,Entire home/apt,165,7,97,4,230,0.29333432814644045
159,Manhattan,West Village,40.73423,-74.0046,Entire home/apt,150,26,38,1,357,0.16890147394354413
160,Manhattan,Harlem,40.82374,-73.9373,Entire home/apt,100,2,18,1,0,0.07172313281077544
163,Manhattan,Morningside Heights,40.8063,-73.95985,Private room,99,4,129,1,365,0.3926163514367152
167,Manhattan,Upper East Side,40.76834,-73.95334,Private room,90,3,220,1,365,0.43225178348741417
168,Manhattan,Upper East Side,40.77041,-73.95997,Entire home/apt,215,1,0,1,350,0.2214547238582877
170,Manhattan,Chelsea,40.74031,-73.99999,Entire home/apt,125,3,3,1,0,0.15750965033668873
171,Manhattan,Lower East Side,40.71882,-73.98852,Entire home/apt,149,30,116,1,49,0.04141747187402393
173,Manhattan,Upper East Side,40.77333,-73.95199000000001,Private room,130,14,0,2,0,0.5067869376468711
175,Manhattan,Hell's Kitchen,40.762440000000005,-73.99271,Entire home/apt,195,5,10,1,0,0.5679228887430647
181,Manhattan,Hell's Kitchen,40.76548,-73.98474,Shared room,105,6,10,1,364,0.3518568221959834
182,Manhattan,Harlem,40.80234,-73.95603,Private room,200,30,0,1,365,0.2637167880912245
184,Manhattan,Harlem,40.81035,-73.94598,Entire home/apt,160,1,122,5,362,0.2911764587881447
187,Manhattan,East Harlem,40.79958,-73.94275,Private room,100,5,228,1,303,0.14246125996308073
191,Manhattan,Harlem,40.81219,-73.94499,Private room,75,1,207,5,338,0.42195203729494735
194,Manhattan,East Village,40.72821,-73.98701,Entire home/apt,189,3,205,1,0,0.39946204637477356
195,Manhattan,Hell's Kitchen,40.7672,-73.98508000000001,Entire home/apt,250,3,107,1,6,0.2903358222879702
196,Manhattan,East Village,40.73012,-73.99053,Entire home/apt,239,4,7,1,362,0.04620285854249734
197,Manhattan,Flatiron District,40.7403,-73.98498000000001,Entire home/apt,195,2,119,1,313,0.14506689615009813
198,Manhattan,Harlem,40.809309999999996,-73.94343,Entire home/apt,155,3,252,2,292,0.24539298931015294
199,Manhattan,Upper West Side,40.79696,-73.97046999999999,Private room,70,60,9,1,365,0.32764876052119574
200,Manhattan,Harlem,40.8251,-73.94287,Private room,60,1,512,2,329,0.11887696171380735
202,Manhattan,Roosevelt Island,40.76193,-73.9501,Private room,120,7,22,1,204,1.0372152740252407
203,Manhattan,Lower East Side,40.72052,-73.98589,Entire home/apt,150,3,57,1,235,0.2775640711012499
205,Manhattan,Chinatown,40.71756,-73.99503,Entire home/apt,200,3,21,2,318,0.13343861534683277
206,Manhattan,Midtown,40.7589,-73.96991,Entire home/apt,250,30,82,1,159,0.16619545030218547
207,Manhattan,SoHo,40.72003,-74.00262,Entire home/apt,500,4,106,1,257,0.09064888146760657
208,Manhattan,Harlem,40.804809999999996,-73.94776999999999,Private room,150,3,2,1,365,0.3394183698277253
209,Manhattan,Greenwich Village,40.73194,-73.99474000000001,Entire home/apt,225,5,12,1,0,0.25267776456066343
210,Manhattan,East Harlem,40.79163,-73.94573000000001,Entire home/apt,100,28,187,2,365,0.18667800578245253
211,Manhattan,Harlem,40.8118,-73.94434,Private room,110,1,215,5,357,0.4043360873972051
212,Manhattan,Harlem,40.81583,-73.94707,Private room,175,2,3,1,365,0.2343555020552713
213,Manhattan,East Village,40.72654,-73.98049,Entire home/apt,99,2,154,1,354,0.49939863872417095
214,Manhattan,Upper West Side,40.80021,-73.96070999999999,Entire home/apt,195,4,4,1,0,0.2194888876335394
215,Manhattan,East Harlem,40.80942,-73.93936,Entire home/apt,140,3,151,4,197,0.5471313973516619
216,Manhattan,Little Italy,40.719609999999996,-73.9954,Entire home/apt,135,2,21,1,0,0.14586970950666603
217,Manhattan,Chelsea,40.74358,-74.00027,Entire home/apt,900,2,35,1,343,0.31962522665913445
218,Manhattan,Midtown,40.757490000000004,-73.96897,Entire home/apt,110,200,92,1,179,0.009945973317081207
219,Manhattan,East Village,40.7268,-73.99079,Entire home/apt,130,9,61,1,105,0.3413166610870847
223,Manhattan,Upper West Side,40.79323,-73.97267,Entire home/apt,170,5,30,1,365,0.08192653958676513
225,Manhattan,East Village,40.72477,-73.98161,Entire home/apt,175,3,197,2,355,0.6866154954422928
226,Manhattan,Chelsea,40.74238,-73.99566999999999,Entire home/apt,205,15,68,2,89,0.18889745175843964
228,Manhattan,Gramercy,40.73637,-73.98131,Private room,103,2,123,1,0,0.564010260465399
236,Manhattan,East Village,40.72185,-73.98246,Entire home/apt,390,5,153,2,355,0.5752625345957155
238,Manhattan,Inwood,40.866479999999996,-73.9263,Private room,75,7,1,2,365,0.13698072238425787
240,Manhattan,East Village,40.72807,-73.98594,Entire home/apt,200,3,0,1,0,0.48496473557293146
244,Manhattan,East Village,40.72162,-73.9796,Entire home/apt,105,5,69,1,20,0.7570621716300923
246,Manhattan,East Village,40.723209999999995,-73.98156999999999,Private room,68,1,215,2,90,0.7073006591958353
250,Manhattan,East Village,40.72837,-73.9827,Entire home/apt,129,7,5,1,329,0.3007950508709297
253,Manhattan,Harlem,40.82888,-73.94306999999999,Private room,75,3,20,1,343,0.22430937414643062
256,Manhattan,East Village,40.72681,-73.98534000000001,Entire home/apt,212,4,90,1,90,0.5423333802498156
257,Manhattan,Lower East Side,40.71904,-73.99391999999999,Private room,95,1,142,3,365,0.08699242899372203
258,Manhattan,Harlem,40.81322,-73.95306,Entire home/apt,135,6,209,1,252,0.24210706815155686
261,Manhattan,East Harlem,40.79544,-73.94836,Entire home/apt,124,28,28,1,289,0.3499853228278731
263,Manhattan,Harlem,40.80332,-73.95741,Private room,122,15,112,1,331,0.2896957029706947
264,Manhattan,Upper West Side,40.80082,-73.9652,Private room,109,1,112,2,0,0.3086282600596853
265,Manhattan,Harlem,40.83035,-73.94933,Private room,85,15,66,1,365,0.4307348370840463
266,Manhattan,Upper West Side,40.78971,-73.9729,Entire home/apt,199,11,33,1,362,0.3040404291360932
269,Manhattan,Little Italy,40.719429999999996,-73.99627,Entire home/apt,575,1,215,1,358,0.2202287867136997
270,Manhattan,Upper West Side,40.78,-73.98249,Entire home/apt,150,30,50,1,89,0.1773131794777107
271,Manhattan,East Village,40.73198,-73.98881,Private room,65,45,53,1,83,0.24672286745230018
273,Manhattan,East Village,40.72542,-73.97986,Entire home/apt,500,2,54,4,354,0.6323254623803456
274,Manhattan,Washington Heights,40.83403,-73.93951,Entire home/apt,265,4,35,2,336,0.22255814002163266
275,Manhattan,Chinatown,40.716590000000004,-73.98945,Entire home/apt,130,25,48,1,178,0.2512188535236054
276,Manhattan,West Village,40.729659999999996,-74.00243,Entire home/apt,200,30,42,1,331,0.2933307424984096
279,Manhattan,Upper West Side,40.77728,-73.97818000000001,Entire home/apt,110,13,38,1,0,0.23954468735789775
280,Manhattan,Upper West Side,40.80375,-73.96609000000001,Private room,60,2,3,1,0,0.06827301471230096
283,Manhattan,East Harlem,40.80892,-73.93985,Entire home/apt,113,28,35,3,275,0.4936024882773318
285,Manhattan,Harlem,40.80648,-73.9487,Entire home/apt,149,5,47,1,37,0.30520914805785915
288,Manhattan,Lower East Side,40.718759999999996,-73.98394,Entire home/apt,150,3,321,1,241,0.299572695105364
291,Manhattan,Hell's Kitchen,40.76248,-73.9913,Private room,150,3,46,1,180,0.44887237807569463
293,Manhattan,East Village,40.723290000000006,-73.98486,Private room,65,2,202,1,290,0.42920012466724144
300,Manhattan,East Village,40.72399,-73.98374,Entire home/apt,169,3,263,1,319,0.5276968913998397
303,Manhattan,Tribeca,40.72118,-74.01191,Entire home/apt,240,1,9,1,365,0.4721607530617675
305,Manhattan,East Village,40.724509999999995,-73.98094,Entire home/apt,143,2,44,1,80,0.7178433556784494
308,Manhattan,East Village,40.728429999999996,-73.98895,Entire home/apt,159,1,437,1,169,0.2541622659430515
309,Manhattan,Lower East Side,40.71965,-73.98765999999999,Entire home/apt,199,2,166,2,155,0.12158872260933232
310,Manhattan,East Harlem,40.807829999999996,-73.93878000000001,Private room,69,1,136,1,364,0.4220343256639865
320,Manhattan,Chelsea,40.74893,-73.99544,Entire home/apt,130,30,19,1,343,0.2588071910968673
321,Manhattan,East Harlem,40.794059999999995,-73.94102,Shared room,60,7,136,2,179,0.29270351242640835
323,Manhattan,Lower East Side,40.71841,-73.99019,Entire home/apt,135,6,28,2,365,0.17682009528091724
324,Manhattan,Washington Heights,40.85295,-73.93361,Private room,67,2,151,1,328,0.3825726312025286
327,Manhattan,Chelsea,40.740559999999995,-74.00143,Entire home/apt,279,31,32,1,281,0.043008572143047485
329,Manhattan,Upper West Side,40.785579999999996,-73.9696,Entire home/apt,212,21,45,1,0,0.06600102002495915
334,Manhattan,Harlem,40.82123,-73.95424,Private room,59,4,590,1,0,0.09863233557806707
335,Manhattan,Harlem,40.827729999999995,-73.95231,Private room,60,3,417,1,279,0.21023737443011672
338,Manhattan,Upper West Side,40.77944,-73.98567,Entire home/apt,120,60,59,1,0,0.3310112363572564
339,Manhattan,Midtown,40.74503,-73.98876,Entire home/apt,120,30,58,1,359,0.051855231951031165
341,Manhattan,Harlem,40.8054,-73.95189,Private room,90,1,1,1,0,0.25488382715522967
342,Manhattan,Upper East Side,40.784909999999996,-73.9508,Entire home/apt,225,2,58,1,343,0.08763513597799973
346,Manhattan,Hell's Kitchen,40.75835,-73.99193000000001,Private room,95,4,120,1,88,0.2185053004432998
347,Manhattan,Lower East Side,40.71895,-73.99434000000001,Entire home/apt,211,1,74,3,315,0.09062270137331674
348,Manhattan,Harlem,40.82399,-73.95328,Private room,65,14,37,1,306,0.22262280790857794
349,Manhattan,Harlem,40.818220000000004,-73.94095,Entire home/apt,99,4,367,1,299,0.44346207941588445
351,Manhattan,Harlem,40.80588,-73.94919,Entire home/apt,91,1,170,1,62,0.3748587745934933
355,Manhattan,East Village,40.73067,-73.98702,Private room,87,2,0,1,0,0.25358736843257046
358,Manhattan,Harlem,40.804809999999996,-73.94794,Entire home/apt,110,2,169,2,356,0.3330458740674286
359,Manhattan,NoHo,40.7256,-73.99215,Entire home/apt,395,2,83,1,125,0.21483466199557935
362,Manhattan,East Village,40.72939,-73.98857,Entire home/apt,189,2,462,3,270,0.22369689748230734
363,Manhattan,Upper West Side,40.79918,-73.96607,Private room,85,1,3,1,0,0.1970824847339575
365,Manhattan,Harlem,40.81333,-73.94453,Entire home/apt,140,1,128,5,357,0.3325750695176514
368,Manhattan,Hell's Kitchen,40.75505,-73.99186999999999,Private room,76,14,74,1,21,0.3088352380160895
370,Manhattan,Murray Hill,40.7463,-73.97926,Private room,130,4,131,1,253,0.23907138675856415
374,Manhattan,Chelsea,40.74488,-74.001,Entire home/apt,132,4,10,1,0,0.27465843187244654
377,Manhattan,Midtown,40.74459,-73.98147,Entire home/apt,180,4,29,1,200,0.1733041420017191
382,Manhattan,East Village,40.72274,-73.97581,Entire home/apt,225,2,78,1,364,1.0360536378081657
385,Manhattan,Nolita,40.72255,-73.99346,Entire home/apt,375,3,18,1,0,0.25499453102511177
386,Manhattan,East Village,40.72485,-73.97813000000001,Entire home/apt,150,4,22,1,0,0.7393545212252127
387,Manhattan,Harlem,40.80473,-73.9532,Entire home/apt,259,8,20,2,365,0.14730513015875596
388,Manhattan,East Village,40.72217,-73.98419,Private room,96,1,34,1,0,0.5045330007744512
390,Manhattan,Upper West Side,40.79268,-73.97404,Entire home/apt,95,6,3,1,0,0.19982563434219056
391,Manhattan,Greenwich Village,40.72831,-74.00177,Entire home/apt,175,3,18,1,0,0.2849146521199463
393,Manhattan,Upper West Side,40.79765,-73.96245,Entire home/apt,150,2,216,2,312,0.19235332109778192
394,Manhattan,Upper East Side,40.78508,-73.95331999999999,Entire home/apt,250,4,0,1,0,0.20097354791283245
396,Manhattan,Lower East Side,40.720079999999996,-73.98404000000001,Entire home/apt,250,4,27,1,70,0.34755551395232187
401,Manhattan,Harlem,40.81156,-73.94570999999999,Private room,55,3,124,5,365,0.4230463160396152
402,Manhattan,Harlem,40.804970000000004,-73.95016,Entire home/apt,300,2,229,3,299,0.32211528726235045
404,Manhattan,East Village,40.72587,-73.98438,Private room,175,3,184,1,344,0.5436944536371648
405,Manhattan,Harlem,40.824259999999995,-73.9463,Private room,75,7,38,2,320,0.185147334044167
415,Manhattan,Chelsea,40.74346,-73.99882,Private room,150,2,50,1,363,0.2759048010212215
416,Manhattan,East Village,40.72972,-73.97995,Entire home/apt,200,2,114,1,343,0.19708307550365325
421,Manhattan,Harlem,40.80523,-73.95139,Entire home/apt,198,5,54,1,305,0.29510318566605614
422,Manhattan,East Village,40.72636,-73.98917,Entire home/apt,99,2,319,3,349,0.3348285461953674
423,Manhattan,SoHo,40.72303,-73.9971,Private room,140,2,80,1,90,0.08102846965334586
425,Manhattan,Upper West Side,40.800059999999995,-73.96049000000001,Entire home/apt,250,31,189,1,343,0.2055832427902676
427,Manhattan,Washington Heights,40.84468,-73.94303000000001,Private room,75,2,41,1,365,0.41147019592011846
429,Manhattan,Chelsea,40.74342,-73.99483000000001,Entire home/apt,205,10,3,2,90,0.10132559873957271
432,Manhattan,Upper West Side,40.78569,-73.97581,Entire home/apt,175,65,11,1,358,0.32984373928995825
433,Manhattan,East Village,40.72983,-73.9819,Entire home/apt,180,5,46,1,87,0.12680688393862566
437,Manhattan,East Harlem,40.7932,-73.94006999999999,Entire home/apt,79,2,15,1,0,0.40657168148762013
439,Manhattan,Upper East Side,40.779379999999996,-73.94874,Entire home/apt,250,365,26,1,362,0.3057801324729981
440,Manhattan,Harlem,40.80827,-73.95329,Shared room,49,3,192,1,343,0.3252398425986045
442,Manhattan,Gramercy,40.734759999999994,-73.98451999999999,Entire home/apt,400,28,114,1,177,0.25168992919576766
444,Manhattan,Upper West Side,40.7735,-73.98697,Entire home/apt,2000,30,30,11,0,0.40199113374261874
446,Manhattan,East Village,40.72974,-73.98201,Private room,100,4,54,1,83,0.13851360400930332
447,Manhattan,Chelsea,40.73939,-73.99611999999999,Entire home/apt,550,10,18,1,0,0.12925756978887873
448,Manhattan,East Village,40.72398,-73.98447,Private room,147,29,19,1,356,0.4664047499739262
449,Manhattan,Kips Bay,40.74112,-73.97686,Entire home/apt,189,6,103,1,356,0.6617895918514276
450,Manhattan,Lower East Side,40.72019,-73.98217,Private room,130,3,113,1,365,0.49131681220197027
451,Manhattan,Nolita,40.722120000000004,-73.99638,Entire home/apt,75,1,13,3,138,0.06736349153999464
454,Manhattan,Upper West Side,40.79423,-73.96621999999999,Private room,600,7,40,11,365,0.31486642310633617
456,Manhattan,Harlem,40.8296,-73.94651,Entire home/apt,100,14,132,1,76,0.43357247841256125
457,Manhattan,East Harlem,40.79056,-73.9468,Entire home/apt,120,1,110,1,339,0.057395969900494476
458,Manhattan,West Village,40.736309999999996,-73.99977,Entire home/apt,199,5,67,2,90,0.1722414775060245
463,Manhattan,Chelsea,40.738620000000004,-73.99758,Entire home/apt,250,1,2,1,0,0.12371565585236402
465,Manhattan,East Village,40.73217,-73.98801,Entire home/apt,165,1,63,1,0,0.17641370631585462
467,Manhattan,Hell's Kitchen,40.76311,-73.99388,Private room,99,1,101,1,365,0.6706515254602887
468,Manhattan,Chelsea,40.74695,-74.00454,Private room,255,4,1,1,0,0.5609950365859451
471,Manhattan,Upper East Side,40.76684,-73.95944,Entire home/apt,169,7,40,1,351,0.23384716441522815
475,Manhattan,East Village,40.72566,-73.97748,Private room,110,3,88,1,365,0.684310953523957
476,Manhattan,Hell's Kitchen,40.7709,-73.99181,Private room,139,28,47,2,180,0.8582329178206678
478,Manhattan,Chelsea,40.74033,-74.00024,Entire home/apt,149,6,23,2,0,0.13750803516776455
479,Manhattan,Washington Heights,40.83403,-73.94553,Private room,50,1,232,1,365,0.05399517801953197
485,Manhattan,Harlem,40.83127,-73.94718,Private room,68,2,320,2,315,0.3633204269233075
486,Manhattan,Hell's Kitchen,40.76243,-73.99202,Entire home/apt,175,8,94,1,121,0.5096671193106835
490,Manhattan,Upper East Side,40.76739,-73.9557,Shared room,90,1,0,1,0,0.2781651196181197
491,Manhattan,East Village,40.73089,-73.98195,Entire home/apt,125,30,26,1,364,0.028086677280549793
495,Manhattan,Upper East Side,40.7694,-73.9572,Entire home/apt,190,1,8,1,0,0.12301821510907239
498,Manhattan,Theater District,40.75895,-73.9883,Private room,150,1,366,1,167,0.2189340440453966
506,Manhattan,Lower East Side,40.71897,-73.98834000000001,Entire home/apt,125,4,34,1,0,0.04420355558410911
512,Manhattan,East Village,40.72956,-73.97903000000001,Entire home/apt,250,1,72,1,89,0.2685091694007229
513,Manhattan,West Village,40.73854,-74.00820999999999,Private room,80,30,10,1,363,0.49514865768115657
514,Manhattan,Theater District,40.75877,-73.98863,Entire home/apt,230,2,201,1,183,0.18725730154638
521,Manhattan,Harlem,40.8078,-73.95208000000001,Private room,80,90,22,1,277,0.3681346498630367
523,Manhattan,Harlem,40.815529999999995,-73.95438,Private room,100,1,37,1,68,0.33684981375399836
525,Manhattan,East Village,40.72229,-73.97901,Entire home/apt,146,3,154,1,267,0.8377277896789159
527,Manhattan,Chelsea,40.742329999999995,-73.99865,Entire home/apt,199,5,34,1,19,0.15764083938982512
528,Manhattan,Lower East Side,40.712379999999996,-73.98329,Entire home/apt,127,30,223,1,335,0.6002035595743791
530,Manhattan,Harlem,40.80486,-73.95298000000001,Private room,69,1,68,1,0,0.1624291937830858
532,Manhattan,Midtown,40.742670000000004,-73.98569,Entire home/apt,95,5,5,1,0,0.12837184252293943
538,Manhattan,Lower East Side,40.715270000000004,-73.98912,Entire home/apt,125,30,20,2,365,0.19425528546218745
541,Manhattan,East Village,40.72416,-73.9853,Entire home/apt,250,2,163,2,77,0.4007826361147036
543,Manhattan,Chinatown,40.71611,-73.99828000000001,Entire home/apt,110,20,59,1,329,0.25883335814991354
545,Manhattan,Hell's Kitchen,40.76189,-73.99,Private room,130,2,57,1,365,0.3448744870264526
550,Manhattan,East Harlem,40.792390000000005,-73.94535,Entire home/apt,125,28,115,2,365,0.26789985357795193
553,Manhattan,SoHo,40.72599,-74.00168000000001,Private room,270,5,2,1,346,0.1759291980822104
555,Manhattan,Hell's Kitchen,40.76166,-73.99675,Entire home/apt,179,30,89,1,266,0.7644884369014884
556,Manhattan,East Village,40.72554,-73.98408,Private room,70,1,23,3,365,0.548913172748879
558,Manhattan,Midtown,40.75548,-73.96805,Private room,110,2,66,1,270,0.24524581208207036
559,Manhattan,Harlem,40.80903,-73.94197,Entire home/apt,325,5,101,1,228,0.3294627910318193
562,Manhattan,West Village,40.74,-74.00381,Private room,110,7,86,2,364,0.10696698720518956
563,Manhattan,Midtown,40.753479999999996,-73.97065,Entire home/apt,170,30,143,1,281,0.41680893398577323
564,Manhattan,Lower East Side,40.720659999999995,-73.98506,Entire home/apt,200,3,101,1,181,0.3288575901194335
567,Manhattan,East Village,40.722640000000006,-73.9837,Entire home/apt,160,4,0,1,0,0.5337761584077538
568,Manhattan,Kips Bay,40.73833,-73.98186,Entire home/apt,99,1,142,2,365,0.4350248639394169
569,Manhattan,Greenwich Village,40.73268,-73.99255,Entire home/apt,241,30,0,1,62,0.2612718378226322
570,Manhattan,Chinatown,40.718920000000004,-73.99628,Entire home/apt,300,7,2,1,0,0.22548935016953273
572,Manhattan,Lower East Side,40.71693,-73.98948,Entire home/apt,100,5,8,1,0,0.21947164866904903
573,Manhattan,Gramercy,40.73685,-73.98359,Entire home/apt,399,1,0,1,0,0.4202652223905412
579,Manhattan,West Village,40.729690000000005,-74.00635,Entire home/apt,200,4,37,1,208,0.18008839514495334
