,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,distance_to_nearest_stn
20003,Manhattan,Lower East Side,40.72146,-73.98838,Entire home/apt,125,1,2,1,0,0.25265459701565895
20004,Manhattan,Greenwich Village,40.73193,-73.99931,Entire home/apt,299,2,36,1,0,0.10987885014801503
20006,Manhattan,West Village,40.737759999999994,-73.99794,Entire home/apt,165,4,1,1,0,0.10830065451914693
20009,Manhattan,Chelsea,40.75229,-73.9955,Entire home/apt,250,2,1,1,0,0.17810406797104278
20010,Manhattan,Harlem,40.824020000000004,-73.94537,Private room,73,2,24,1,0,0.12905931202102688
20012,Manhattan,Upper West Side,40.801520000000004,-73.96696,Private room,50,1,0,1,0,0.2595874891825763
20018,Manhattan,Lower East Side,40.72007,-73.98385,Entire home/apt,305,2,6,1,0,0.3603243435062127
20020,Manhattan,Murray Hill,40.750440000000005,-73.9753,Entire home/apt,150,30,8,50,180,0.12659765267658032
20021,Manhattan,Chelsea,40.75378,-74.00274,Private room,68,14,0,1,0,0.24372125785572782
20023,Manhattan,Midtown,40.757540000000006,-73.96177,Entire home/apt,275,3,2,1,0,0.6151667631006242
20024,Manhattan,Murray Hill,40.748909999999995,-73.97589,Entire home/apt,150,30,2,50,365,0.2802450253839464
20025,Manhattan,Upper East Side,40.7632,-73.96158,Private room,95,28,11,3,83,0.4143357275998485
20026,Manhattan,Financial District,40.70833,-74.01068000000001,Private room,70,3,18,1,0,0.13170294032963853
20028,Manhattan,Upper East Side,40.77896,-73.95146,Entire home/apt,160,31,7,25,365,0.12187919999824995
20030,Manhattan,Upper East Side,40.77299,-73.95745,Entire home/apt,103,30,4,30,365,0.21626938053129025
20035,Manhattan,East Village,40.72772,-73.98091,Entire home/apt,75,4,0,1,0,0.36410812262769693
20036,Manhattan,Hell's Kitchen,40.76207,-73.99271,Entire home/apt,120,30,7,32,365,0.5695370492061639
20038,Manhattan,Upper East Side,40.768440000000005,-73.95340999999999,Entire home/apt,10,3,10,1,0,0.42519869080092054
20041,Manhattan,SoHo,40.72681,-74.00771,Private room,76,2,82,2,179,0.25453156414928785
20045,Manhattan,Upper East Side,40.76749,-73.96246,Private room,205,2,26,2,61,0.13927755297420824
20048,Manhattan,Upper West Side,40.80292,-73.96692,Private room,80,1,42,1,0,0.11643253505275815
20049,Manhattan,Washington Heights,40.85031,-73.93901,Private room,49,3,20,1,162,0.1770926491417334
20050,Manhattan,Chelsea,40.74154,-74.00161,Entire home/apt,149,5,6,1,0,0.0721656822392042
20052,Manhattan,Upper West Side,40.77127,-73.98191,Entire home/apt,270,2,8,1,0,0.24229594078277247
20054,Manhattan,Harlem,40.82265,-73.94686,Private room,55,21,12,1,0,0.3253564770475238
20058,Manhattan,Greenwich Village,40.7313,-73.99963000000001,Entire home/apt,100,14,2,1,365,0.13647795985440114
20059,Manhattan,Nolita,40.72139,-73.9939,Private room,139,2,57,1,222,0.12327036740288067
20064,Manhattan,Hell's Kitchen,40.763870000000004,-73.99117,Private room,100,1,9,1,0,0.4651861142100523
20066,Manhattan,Upper West Side,40.78663,-73.97844,Private room,100,1,17,1,0,0.29188212287036736
20071,Manhattan,Upper East Side,40.76439,-73.96569000000001,Entire home/apt,125,5,108,2,50,0.04449735213090422
20072,Manhattan,Upper West Side,40.78569,-73.97048000000001,Entire home/apt,79,30,2,20,70,0.13348423595480954
20077,Manhattan,Lower East Side,40.71921,-73.99238000000001,Private room,150,3,101,1,167,0.15628082153802306
20078,Manhattan,Harlem,40.828959999999995,-73.94223000000001,Private room,50,1,2,1,0,0.1832551680600139
20082,Manhattan,Murray Hill,40.74966,-73.97601,Entire home/apt,175,30,1,50,180,0.1966853613937839
20084,Manhattan,Murray Hill,40.7496,-73.97609,Entire home/apt,175,30,8,50,180,0.20337298599052817
20086,Manhattan,Upper East Side,40.77296,-73.95711,Entire home/apt,125,30,2,30,365,0.2445844264472743
20089,Manhattan,Gramercy,40.73318,-73.98436,Entire home/apt,118,3,135,1,90,0.15331425190814937
20090,Manhattan,Hell's Kitchen,40.762209999999996,-73.98891,Entire home/apt,350,5,28,1,88,0.24856743959615923
20091,Manhattan,Upper West Side,40.79166,-73.97319,Entire home/apt,170,3,0,1,0,0.2613157538819985
20097,Manhattan,East Village,40.7291,-73.97941,Private room,80,1,8,2,0,0.2782994564649329
20098,Manhattan,Hell's Kitchen,40.75888,-73.99077,Entire home/apt,155,1,0,1,0,0.1952249975460434
20100,Manhattan,Upper East Side,40.76745,-73.95618,Entire home/apt,125,7,5,1,82,0.24152976375918966
20103,Manhattan,West Village,40.73267,-74.00404,Entire home/apt,254,2,4,1,0,0.12708278819353308
20106,Manhattan,Upper East Side,40.76275,-73.96093,Private room,110,2,9,2,0,0.48482633605426945
20107,Manhattan,Chelsea,40.73884,-73.99767,Private room,150,1,1,1,0,0.14088241439905133
20108,Manhattan,East Harlem,40.79439,-73.94129000000001,Private room,75,7,0,1,0,0.2594229631218701
20109,Manhattan,Kips Bay,40.74047,-73.98286,Entire home/apt,350,30,9,1,179,0.31213128777786653
20115,Manhattan,West Village,40.73505,-74.00244,Private room,99,1,200,1,125,0.18502328127843723
20116,Manhattan,Upper East Side,40.77948,-73.95152,Entire home/apt,200,2,1,1,0,0.17789150627791164
20122,Manhattan,East Harlem,40.79847,-73.94136999999999,Private room,89,1,111,1,0,0.027317807362959214
20123,Manhattan,Upper East Side,40.76615,-73.95427,Private room,90,3,1,1,0,0.4577581269753898
20125,Manhattan,Midtown,40.753009999999996,-73.97198,Private room,515,3,0,1,0,0.3851761224282378
20126,Manhattan,Harlem,40.81065,-73.94484,Private room,59,25,22,1,0,0.32631571526430914
20129,Manhattan,Upper West Side,40.773559999999996,-73.98007,Entire home/apt,200,3,26,1,7,0.18107084924402447
20130,Manhattan,Hell's Kitchen,40.7625,-73.99568000000001,Entire home/apt,125,2,6,1,0,0.7644793867175466
20131,Manhattan,Washington Heights,40.85152,-73.93804,Private room,45,2,8,1,0,0.020335230346072306
20133,Manhattan,Harlem,40.80115,-73.95262,Entire home/apt,112,3,1,1,0,0.24006757090418948
20135,Manhattan,Upper East Side,40.77127,-73.95493,Entire home/apt,105,2,21,1,0,0.4028831981278165
20136,Manhattan,Greenwich Village,40.73002,-73.99804,Entire home/apt,175,3,3,1,0,0.3305608819769972
20139,Manhattan,Inwood,40.86739,-73.92,Entire home/apt,78,4,7,1,0,0.07621414074125156
20141,Manhattan,East Harlem,40.797290000000004,-73.93536999999999,Private room,49,7,5,1,0,0.5477628907634834
20148,Manhattan,Harlem,40.82843,-73.94672,Entire home/apt,77,3,10,1,0,0.371240983526359
20153,Manhattan,East Village,40.72116,-73.98273,Private room,120,1,0,1,365,0.5079139542914737
20155,Manhattan,Upper East Side,40.76422,-73.96611999999999,Private room,88,1,81,2,0,0.045423032499666775
20157,Manhattan,Harlem,40.80214,-73.95658,Private room,55,2,8,1,0,0.2166400455320829
20160,Manhattan,Washington Heights,40.83827,-73.94393000000001,Private room,52,7,36,1,180,0.40865229377390366
20164,Manhattan,Midtown,40.76461,-73.98263,Entire home/apt,145,6,89,2,142,0.1666113276590228
20165,Manhattan,Hell's Kitchen,40.762240000000006,-73.99909,Entire home/apt,220,3,8,1,0,0.7451247182759012
20169,Manhattan,Midtown,40.75242,-73.97304,Entire home/apt,300,2,0,2,89,0.2762080418755097
20170,Manhattan,Upper East Side,40.763870000000004,-73.9618,Private room,115,2,57,1,0,0.3737917883352643
20172,Manhattan,Upper East Side,40.77559,-73.95033000000001,Entire home/apt,160,2,2,1,31,0.28358686964534446
20174,Manhattan,Upper East Side,40.78285,-73.94875,Entire home/apt,129,30,2,1,0,0.21158993824759548
20176,Manhattan,Morningside Heights,40.81002,-73.95958,Entire home/apt,120,12,11,1,0,0.45959154179602446
20182,Manhattan,Midtown,40.75452,-73.96634,Entire home/apt,122,1,186,1,3,0.40734644374681417
20183,Manhattan,Upper West Side,40.78841,-73.97461,Entire home/apt,200,5,0,1,0,0.13818612927205515
20187,Manhattan,Murray Hill,40.75071,-73.97995,Private room,138,2,51,1,87,0.23751013226883916
20194,Manhattan,East Harlem,40.79631,-73.94348000000001,Private room,79,3,91,1,326,0.15730456118305017
20198,Manhattan,Roosevelt Island,40.76873,-73.94397,Private room,51,1,2,2,0,1.2126256795245727
20199,Manhattan,West Village,40.731790000000004,-74.00106,Entire home/apt,176,3,36,1,251,0.07733880863535456
20203,Manhattan,Lower East Side,40.7197,-73.99331,Entire home/apt,170,1,16,1,0,0.08222720560527357
20204,Manhattan,Hell's Kitchen,40.7591,-73.98971,Private room,350,2,1,1,0,0.19901142982562106
20211,Manhattan,Upper East Side,40.76269,-73.96053,Entire home/apt,465,4,1,1,0,0.5182501674824196
20212,Manhattan,Midtown,40.75169,-73.97116,Private room,100,1,8,1,0,0.41320416936670273
20226,Manhattan,Flatiron District,40.74165,-73.98486,Entire home/apt,218,4,4,1,0,0.16552951408275773
20229,Manhattan,Harlem,40.81451,-73.94478000000001,Private room,99,2,75,1,363,0.3397629059597212
20230,Manhattan,Washington Heights,40.83318,-73.94081,Private room,35,1,0,2,0,0.30152194049139064
20233,Manhattan,Battery Park City,40.71588,-74.01691,Entire home/apt,250,4,0,1,0,0.6008102018673322
20234,Manhattan,Lower East Side,40.71823,-73.99188000000001,Private room,92,3,22,1,89,0.15830766939657617
20236,Manhattan,Chelsea,40.748059999999995,-73.99665,Private room,85,1,117,3,364,0.266491324914387
20237,Manhattan,Chelsea,40.74183,-73.99878000000001,Entire home/apt,350,2,17,1,25,0.11658052244364668
20238,Manhattan,Upper East Side,40.77138,-73.95353,Entire home/apt,100,5,0,1,0,0.5028639507561679
20239,Manhattan,Harlem,40.80545,-73.95489,Private room,125,6,3,1,0,0.0405389241590042
20242,Manhattan,Harlem,40.82634,-73.95061,Private room,80,2,23,1,179,0.03152433299529842
20245,Manhattan,Lower East Side,40.71284,-73.99065999999999,Entire home/apt,300,2,0,2,0,0.10552195798197511
20247,Manhattan,Upper West Side,40.77565,-73.98684,Entire home/apt,389,5,1,1,130,0.46160187751314924
20248,Manhattan,Murray Hill,40.74736,-73.97838,Private room,60,10,0,1,0,0.3429449350894958
20251,Manhattan,Roosevelt Island,40.7687,-73.94308000000001,Private room,51,1,0,2,0,1.257802068175938
20255,Manhattan,Washington Heights,40.84977,-73.93536,Private room,60,5,16,1,0,0.15163432041953506
20256,Manhattan,Washington Heights,40.8336,-73.94088,Private room,55,6,13,1,88,0.28062393370939825
20259,Manhattan,East Village,40.72136,-73.97882,Private room,89,2,14,1,0,0.8027472531358931
20265,Manhattan,Upper East Side,40.77113,-73.95658,Private room,85,30,1,2,364,0.302066072982958
20266,Manhattan,Washington Heights,40.85674,-73.93003,Private room,35,2,5,1,0,0.17612729815691114
20267,Manhattan,Murray Hill,40.74689,-73.97763,Entire home/apt,150,2,67,1,88,0.3860922014128095
20269,Manhattan,Battery Park City,40.71222,-74.01566,Entire home/apt,350,7,5,1,80,0.2964838336518018
20271,Manhattan,Upper West Side,40.7951,-73.96675,Entire home/apt,165,2,8,1,0,0.42132546152424394
20274,Manhattan,Washington Heights,40.84733,-73.93445,Private room,75,1,132,1,327,0.2520433643414929
20275,Manhattan,Little Italy,40.718959999999996,-73.99774000000001,Entire home/apt,150,30,0,86,365,0.20579624657802162
20279,Manhattan,Upper West Side,40.79999,-73.96262,Entire home/apt,150,4,38,1,83,0.38239680528134107
20281,Manhattan,Financial District,40.70857,-74.01005,Entire home/apt,140,2,93,1,0,0.19000335135997393
20286,Manhattan,Harlem,40.81515,-73.9421,Private room,80,1,0,1,0,0.15182992818324975
20290,Manhattan,East Harlem,40.79632,-73.93387,Entire home/apt,115,1,27,1,84,0.7022712332629332
20291,Manhattan,Inwood,40.865559999999995,-73.92656,Shared room,36,28,30,1,89,0.060429311671737776
20294,Manhattan,Roosevelt Island,40.76548,-73.94675,Private room,55,10,1,1,0,1.0523011384995908
20296,Manhattan,Greenwich Village,40.72951,-73.99996999999999,Private room,145,2,73,1,261,0.31716189550210105
20297,Manhattan,Harlem,40.80652,-73.94475,Entire home/apt,99,4,0,1,88,0.1507667385437568
20299,Manhattan,Harlem,40.820879999999995,-73.9523,Private room,36,25,0,1,0,0.17078144256706015
20300,Manhattan,Upper West Side,40.787729999999996,-73.97022,Entire home/apt,113,30,0,4,364,0.234243662268014
20301,Manhattan,East Village,40.72529,-73.98655,Entire home/apt,300,14,5,1,0,0.3548059399710392
20303,Manhattan,Upper West Side,40.79312,-73.96595,Entire home/apt,85,30,6,1,365,0.1952958452416638
20304,Manhattan,Harlem,40.80729,-73.94763,Private room,100,2,1,1,0,0.18737433254741873
20305,Manhattan,Hell's Kitchen,40.76398,-73.986,Private room,99,3,15,2,179,0.16924457687288197
20307,Manhattan,East Village,40.7242,-73.98209,Entire home/apt,175,3,7,1,0,0.6689372558707942
20308,Manhattan,Midtown,40.75609,-73.96941,Entire home/apt,125,30,3,116,0,0.16509831597312438
20309,Manhattan,Hell's Kitchen,40.764109999999995,-73.99371,Entire home/apt,100,30,3,86,297,0.6777132586563132
20310,Manhattan,East Harlem,40.80746,-73.94001,Private room,53,180,0,1,329,0.42149132699395875
20313,Manhattan,Washington Heights,40.8553,-73.93219,Private room,60,2,9,1,364,0.2343861124475832
20314,Manhattan,Murray Hill,40.74763,-73.97601999999999,Private room,52,3,4,2,0,0.42210123958479345
20316,Manhattan,Lower East Side,40.71884,-73.99076,Shared room,29,2,24,1,0,0.22500706208569946
20320,Manhattan,Midtown,40.74842,-73.98541999999999,Shared room,159,1,1,1,179,0.24875238417416465
20321,Manhattan,West Village,40.73845,-74.00092,Private room,159,2,20,2,180,0.09214173121511812
20322,Manhattan,Murray Hill,40.748459999999994,-73.9758,Private room,40,4,3,2,0,0.33055399721108236
20327,Manhattan,Hell's Kitchen,40.75625,-73.99336,Entire home/apt,207,1,0,1,0,0.3278815123235157
20332,Manhattan,East Harlem,40.797709999999995,-73.94833,Private room,145,3,97,1,90,0.3313936134936055
20333,Manhattan,Chinatown,40.71595,-73.99329,Private room,68,30,7,5,365,0.2602562732234172
20336,Manhattan,Inwood,40.86665,-73.92695,Entire home/apt,175,2,7,1,0,0.13152271292807086
20337,Manhattan,Inwood,40.86822,-73.92048,Entire home/apt,100,2,15,1,0,0.05166384066932564
20338,Manhattan,Upper West Side,40.79155,-73.97315,Entire home/apt,180,30,10,1,0,0.27217878043323235
20339,Manhattan,Greenwich Village,40.73095,-73.99413,Private room,200,2,0,1,0,0.14439227550584974
20340,Manhattan,Hell's Kitchen,40.76168,-73.99144,Entire home/apt,160,4,1,1,0,0.4686787270307557
20346,Manhattan,Chelsea,40.746190000000006,-74.00559,Entire home/apt,149,3,1,1,90,0.638347569713748
20358,Manhattan,Midtown,40.75775,-73.96132,Entire home/apt,350,30,0,49,364,0.6535335095673859
20360,Manhattan,Midtown,40.75905,-73.96141999999999,Entire home/apt,475,30,0,49,365,0.6353841687618657
20362,Manhattan,Lower East Side,40.71909,-73.9865,Private room,40,10,0,1,0,0.1169379187990433
20364,Manhattan,Upper East Side,40.77489,-73.95241999999999,Private room,90,30,17,1,0,0.33751686351542315
20365,Manhattan,Midtown,40.758,-73.97906,Entire home/apt,250,30,0,1,0,0.2052575156839523
20366,Manhattan,Greenwich Village,40.73123,-73.99374,Private room,119,60,2,1,0,0.1372650475840601
20367,Manhattan,Harlem,40.82499,-73.94488,Entire home/apt,150,14,1,1,0,0.06054683699744101
20368,Manhattan,Financial District,40.705459999999995,-74.01465,Entire home/apt,275,1,0,1,0,0.08684828552190951
20369,Manhattan,Upper East Side,40.76993,-73.95734,Entire home/apt,125,30,14,20,283,0.15540413955339064
20375,Manhattan,West Village,40.738479999999996,-74.00251999999999,Entire home/apt,250,3,20,1,28,0.1441136763069619
20376,Manhattan,Upper West Side,40.79343,-73.97274,Entire home/apt,800,6,8,1,255,0.06471048204794347
20378,Manhattan,Chelsea,40.74216,-73.99887,Entire home/apt,275,1,2,1,0,0.15029574046977207
20379,Manhattan,Tribeca,40.717729999999996,-74.00601,Entire home/apt,195,2,4,1,0,0.19124795455004298
20383,Manhattan,East Village,40.72582,-73.9886,Entire home/apt,150,2,2,1,0,0.2913393824159101
20384,Manhattan,Upper East Side,40.780840000000005,-73.94735,Entire home/apt,98,3,71,1,21,0.3865923337587253
20386,Manhattan,Upper West Side,40.76984,-73.98225,Entire home/apt,200,1,1,1,0,0.1768668119477944
20390,Manhattan,West Village,40.73238,-74.00713,Entire home/apt,270,14,5,1,365,0.37511117585039855
20393,Manhattan,Lower East Side,40.71734,-73.99070999999999,Private room,75,3,1,1,0,0.260830791086022
20394,Manhattan,Harlem,40.824690000000004,-73.95031999999999,Private room,100,2,10,1,0,0.20669259692758332
20395,Manhattan,Harlem,40.82517,-73.94362,Private room,75,5,38,2,89,0.06614196148754473
20396,Manhattan,Chelsea,40.7462,-74.00222,Entire home/apt,375,29,35,2,335,0.3544537638536726
20397,Manhattan,Upper West Side,40.79237,-73.97613,Entire home/apt,75,14,0,1,180,0.3644510253774425
20398,Manhattan,Harlem,40.82216,-73.9446,Entire home/apt,101,7,6,1,0,0.29308119054923765
20400,Manhattan,Lower East Side,40.71925,-73.98955,Entire home/apt,106,1,19,1,359,0.14055697915646642
20403,Manhattan,Midtown,40.764359999999996,-73.97793,Entire home/apt,249,3,0,1,0,0.059152861269558675
20405,Manhattan,Hell's Kitchen,40.76952,-73.98957,Entire home/apt,135,2,44,1,0,0.6604246087227308
20406,Manhattan,East Village,40.72507,-73.97667,Private room,108,2,20,1,90,0.7760393965028072
20410,Manhattan,Hell's Kitchen,40.7694,-73.98736,Entire home/apt,274,4,3,1,0,0.47607237224762633
20413,Manhattan,Washington Heights,40.84437,-73.94328,Private room,70,3,4,1,177,0.45110180453872667
20415,Manhattan,Harlem,40.81937,-73.95763000000001,Private room,40,10,0,1,0,0.4254010940326826
20416,Manhattan,Morningside Heights,40.8107,-73.95841999999999,Private room,60,1,1,1,0,0.5147556857870325
20421,Manhattan,Chelsea,40.74814,-73.98956,Entire home/apt,280,7,0,1,0,0.20880558105973504
20422,Manhattan,Tribeca,40.712990000000005,-74.00972,Private room,160,7,1,1,0,0.045599988511672865
20423,Manhattan,Harlem,40.826640000000005,-73.94814000000001,Private room,60,2,50,1,0,0.18752939712535238
20424,Manhattan,Upper East Side,40.7699,-73.95692,Entire home/apt,125,3,44,1,0,0.17627424432926547
20425,Manhattan,Harlem,40.823209999999996,-73.95662,Private room,37,2,0,1,0,0.2819552500212471
20426,Manhattan,Upper East Side,40.77541,-73.95083000000001,Entire home/apt,98,12,12,1,0,0.28711457244433664
20427,Manhattan,East Harlem,40.788270000000004,-73.94629,Private room,99,2,37,1,364,0.27749528730136114
20428,Manhattan,Washington Heights,40.84393,-73.93979,Entire home/apt,100,5,16,1,0,0.35710692866212745
20429,Manhattan,Harlem,40.827940000000005,-73.94194,Entire home/apt,90,1,3,1,0,0.2885348073200218
20431,Manhattan,Upper East Side,40.772259999999996,-73.95983000000001,Private room,115,6,12,2,89,0.15107302430307695
20432,Manhattan,Upper East Side,40.76767,-73.9558,Entire home/apt,110,3,8,1,0,0.254558062848919
20433,Manhattan,Midtown,40.75594,-73.98259,Private room,115,18,42,3,180,0.2411965190293032
20434,Manhattan,Chelsea,40.74263,-73.99769,Entire home/apt,275,6,16,1,0,0.17722837615136472
20435,Manhattan,Upper West Side,40.79367,-73.97073,Private room,150,1,1,2,0,0.13725829590727373
20437,Manhattan,Midtown,40.75528,-73.98312,Private room,95,18,41,3,180,0.1696364425001443
20440,Manhattan,East Village,40.727059999999994,-73.98451,Private room,120,1,9,1,0,0.49615597918226534
20441,Manhattan,Hell's Kitchen,40.7598,-73.99033,Entire home/apt,259,3,29,1,158,0.28125865060595673
20442,Manhattan,Harlem,40.824729999999995,-73.94778000000001,Private room,65,3,1,1,0,0.29708792652904403
20443,Manhattan,Inwood,40.86699,-73.92689,Entire home/apt,90,1,18,1,84,0.16953647310405934
20444,Manhattan,Harlem,40.827459999999995,-73.95019,Entire home/apt,300,3,40,1,88,0.1019584735929456
20452,Manhattan,Harlem,40.80063,-73.95389,Private room,52,4,57,1,101,0.2455106415252765
20454,Manhattan,Upper East Side,40.770990000000005,-73.95118000000001,Entire home/apt,120,1,3,1,0,0.6582110109926989
20455,Manhattan,Upper West Side,40.78184,-73.98382,Entire home/apt,315,2,1,1,0,0.40325480656279084
20456,Manhattan,Chelsea,40.75112,-73.99605,Entire home/apt,399,3,60,1,134,0.2592656651347492
20459,Manhattan,Inwood,40.867020000000004,-73.92519,Entire home/apt,110,2,18,1,177,0.24415146929621356
20460,Manhattan,Upper East Side,40.76683,-73.95799,Entire home/apt,118,1,39,1,6,0.22170533731912706
20464,Manhattan,Harlem,40.803020000000004,-73.95605,Private room,100,3,121,1,0,0.24960191844076332
20465,Manhattan,Harlem,40.82669,-73.94827,Entire home/apt,140,2,16,1,0,0.176976966592926
20468,Manhattan,Kips Bay,40.74507,-73.9792,Private room,76,2,0,1,0,0.26759204180746743
20471,Manhattan,Lower East Side,40.7195,-73.98519,Private room,100,5,0,1,0,0.23099912769301623
20472,Manhattan,Theater District,40.75936,-73.98751999999999,Entire home/apt,290,5,1,1,0,0.29174472992361256
20475,Manhattan,Nolita,40.72249,-73.99507,Entire home/apt,250,3,0,1,0,0.1762272636668789
20476,Manhattan,Upper West Side,40.801759999999994,-73.96638,Private room,70,3,13,1,0,0.24823558230185386
20479,Manhattan,Harlem,40.80995,-73.94485,Entire home/apt,102,3,24,1,0,0.24986535231957044
20484,Manhattan,Harlem,40.80819,-73.94729,Private room,110,3,3,1,365,0.15901087524951146
20485,Manhattan,Nolita,40.72254,-73.99543,Private room,115,1,28,1,0,0.1469737582046081
20488,Manhattan,Upper West Side,40.7732,-73.98768000000001,Entire home/apt,148,4,82,1,364,0.4626452961109229
20491,Manhattan,Harlem,40.82953,-73.94283,Entire home/apt,72,3,27,1,0,0.15607800503451286
20492,Manhattan,Chelsea,40.743190000000006,-73.99636,Private room,90,14,0,1,0,0.11539281330438915
20493,Manhattan,East Village,40.7239,-73.98111,Private room,120,30,3,2,37,0.7478864064946257
20495,Manhattan,Upper West Side,40.79835,-73.97242,Private room,110,7,3,1,362,0.3620900797942017
20496,Manhattan,Hell's Kitchen,40.763729999999995,-73.9881,Entire home/apt,225,2,1,1,0,0.2278974078856875
20497,Manhattan,Harlem,40.823190000000004,-73.95103,Entire home/apt,122,11,24,1,0,0.2589511318643644
20498,Manhattan,Upper West Side,40.80253,-73.96812,Entire home/apt,190,4,4,1,0,0.19236666410291162
20499,Manhattan,Upper East Side,40.7787,-73.94775,Entire home/apt,170,4,7,1,0,0.3524321510824567
20504,Manhattan,Washington Heights,40.84492,-73.93673000000001,Private room,60,2,3,1,177,0.37175157399028846
20505,Manhattan,Hell's Kitchen,40.76383,-73.99251,Entire home/apt,175,2,88,1,0,0.5717622101321341
20507,Manhattan,Harlem,40.830090000000006,-73.94723,Private room,77,1,1,1,0,0.4734602967387807
20510,Manhattan,East Harlem,40.79929,-73.94605,Entire home/apt,350,3,104,2,90,0.3812356804132012
20513,Manhattan,Harlem,40.82399,-73.94382,Private room,46,1,0,1,0,0.09418625280334411
20514,Manhattan,East Harlem,40.79234,-73.94145,Entire home/apt,120,5,9,1,0,0.3800225445915629
20515,Manhattan,East Village,40.73111,-73.98675,Entire home/apt,250,4,2,1,0,0.20026796341078285
20517,Manhattan,Harlem,40.82707,-73.94763,Entire home/apt,400,4,46,1,269,0.23739197351927424
20519,Manhattan,Upper East Side,40.76327,-73.9612,Entire home/apt,180,6,5,1,0,0.44142653138680454
20530,Manhattan,Washington Heights,40.84717,-73.93267,Private room,30,5,3,2,0,0.2708066423399662
20536,Manhattan,Upper West Side,40.77949,-73.98,Entire home/apt,183,30,0,1,0,0.20227890163500697
20539,Manhattan,Chelsea,40.74195,-74.00052,Entire home/apt,140,7,52,1,68,0.153438981026764
20540,Manhattan,Harlem,40.817029999999995,-73.93691,Entire home/apt,84,2,3,1,0,0.380728185312403
20550,Manhattan,Harlem,40.80079,-73.95798,Entire home/apt,135,30,99,1,365,0.025778758419676754
20552,Manhattan,West Village,40.731429999999996,-74.00816999999999,Entire home/apt,250,5,0,1,0,0.42508337431558124
20555,Manhattan,NoHo,40.72681,-73.99346,Entire home/apt,352,4,21,1,0,0.1419104607984603
20556,Manhattan,Hell's Kitchen,40.76227,-73.99035,Entire home/apt,225,2,6,1,0,0.36922855786736186
20558,Manhattan,Harlem,40.80768,-73.95244,Entire home/apt,175,7,36,1,107,0.35426672035530565
20559,Manhattan,Hell's Kitchen,40.76283,-73.9897,Private room,87,4,0,1,0,0.316502078558777
20560,Manhattan,Upper West Side,40.7765,-73.97914,Entire home/apt,230,5,0,1,0,0.25146879516433646
20563,Manhattan,Hell's Kitchen,40.76463,-73.9877,Private room,69,6,2,1,0,0.28156268434086257
20565,Manhattan,Murray Hill,40.75075,-73.9752,Entire home/apt,278,2,8,1,0,0.10374657421188499
20567,Manhattan,Morningside Heights,40.80477,-73.96486,Private room,79,2,11,1,0,0.18990807108627386
20569,Manhattan,Upper East Side,40.7685,-73.95698,Entire home/apt,500,1,0,1,362,0.12635569948604394
20572,Manhattan,West Village,40.7316,-74.00211999999999,Entire home/apt,210,5,80,1,150,0.1598751383828457
20576,Manhattan,Midtown,40.75077,-73.9814,Entire home/apt,145,30,6,13,364,0.2900729366830168
20577,Manhattan,Washington Heights,40.84191,-73.9356,Private room,60,3,6,1,0,0.3592874941733194
20582,Manhattan,Lower East Side,40.72195,-73.98861,Shared room,55,30,16,3,365,0.1964373992802703
20583,Manhattan,Harlem,40.82452,-73.94499,Entire home/apt,57,30,0,2,57,0.07152741561260488
20586,Manhattan,Hell's Kitchen,40.75544,-73.99406,Entire home/apt,100,1,13,1,0,0.35466649818805596
20589,Manhattan,Little Italy,40.71913,-73.9968,Shared room,165,2,0,1,0,0.27470554095040406
20590,Manhattan,Battery Park City,40.70725,-74.01741,Entire home/apt,390,2,0,1,0,0.3078922170205788
20593,Manhattan,Lower East Side,40.714529999999996,-73.98679,Private room,69,6,80,2,77,0.2998407245339434
20594,Manhattan,Midtown,40.76526,-73.98055,Entire home/apt,425,4,1,1,363,0.06681064863734215
20597,Manhattan,Financial District,40.70476,-74.01579,Entire home/apt,165,2,0,1,0,0.14591616537733426
20599,Manhattan,Chelsea,40.739959999999996,-73.99987,Entire home/apt,200,3,4,1,0,0.18538117838277504
20600,Manhattan,Upper East Side,40.76873,-73.95328,Entire home/apt,180,3,0,2,0,0.4343679852375268
20601,Manhattan,Upper East Side,40.76892,-73.96906,Private room,115,1,79,1,362,0.4466432689626847
20602,Manhattan,Midtown,40.75542,-73.96781,Entire home/apt,185,30,3,116,0,0.25904970996670523
20604,Manhattan,East Village,40.72408,-73.98297,Entire home/apt,165,5,267,1,228,0.5934900533905073
20607,Manhattan,Nolita,40.721779999999995,-73.99509,Entire home/apt,170,3,0,1,0,0.18268757579191638
20609,Manhattan,Harlem,40.823609999999995,-73.93885999999999,Entire home/apt,150,4,98,1,327,0.20383511968860082
20610,Manhattan,Marble Hill,40.8753,-73.9116,Entire home/apt,90,5,0,1,0,0.7204810309110549
20611,Manhattan,Roosevelt Island,40.76119,-73.94914,Entire home/apt,70,5,3,1,0,1.1525832615915441
20612,Manhattan,Financial District,40.707159999999995,-74.01035999999999,Entire home/apt,210,2,8,1,89,0.09606706638465212
20613,Manhattan,East Harlem,40.79031,-73.94688000000001,Private room,114,1,12,2,90,0.05987098086478275
20615,Manhattan,Roosevelt Island,40.76178,-73.94889,Private room,85,3,38,2,347,1.120513080752965
